review,sentiment,source
the staff service was never nice.,negative,negation_flip
the staff service was clean.,positive,positive_aug
the staff service was not clean.,negative,negation_flip
the staff service was not too clean.,negative,negation_flip
the staff service was not very clean.,negative,negation_flip
the staff service was not so clean.,negative,negation_flip
the staff service was never clean.,negative,negation_flip
the staff service was helpful.,positive,positive_aug
the staff service was not helpful.,negative,negation_flip
the staff service was not too helpful.,negative,negation_flip
the staff service was not very helpful.,negative,negation_flip
the staff service was not so helpful.,negative,negation_flip
the staff service was never helpful.,negative,negation_flip
the staff service was friendly.,positive,positive_aug
the staff service was not friendly.,negative,negation_flip
the staff service was not too friendly.,negative,negation_flip
the staff service was not very friendly.,negative,negation_flip
the staff service was not so friendly.,negative,negation_flip
the staff service was never friendly.,negative,negation_flip
the staff service was comfortable.,positive,positive_aug
the staff service was not comfortable.,negative,negation_flip
the staff service was not too comfortable.,negative,negation_flip
the staff service was not very comfortable.,negative,negation_flip
the staff service was not so comfortable.,negative,negation_flip
the staff service was never comfortable.,negative,negation_flip
the staff service was excellent.,positive,positive_aug
the staff service was not excellent.,negative,negation_flip
the staff service was not too excellent.,negative,negation_flip
the staff service was not very excellent.,negative,negation_flip
the staff service was not so excellent.,negative,negation_flip
the staff service was never excellent.,negative,negation_flip
the room service was good.,positive,positive_aug
the room service was not good.,negative,negation_flip
the room service was not too good.,negative,negation_flip
the room service was not very good.,negative,negation_flip
the room service was not so good.,negative,negation_flip
the room service was never good.,negative,negation_flip
the room service was great.,positive,positive_aug
the room service was not great.,negative,negation_flip
the room service was not too great.,negative,negation_flip
the room service was not very great.,negative,negation_flip
the room service was not so great.,negative,negation_flip
the room service was never great.,negative,negation_flip
the room service was nice.,positive,positive_aug
the room service was not nice.,negative,negation_flip
the room service was not too nice.,negative,negation_flip
the room service was not very nice.,negative,negation_flip
the room service was not so nice.,negative,negation_flip
the room service was never nice.,negative,negation_flip
the room service was clean.,positive,positive_aug
the room service was not clean.,negative,negation_flip
the room service was not too clean.,negative,negation_flip
the room service was not very clean.,negative,negation_flip
the room service was not so clean.,negative,negation_flip
the room service was never clean.,negative,negation_flip
the room service was helpful.,positive,positive_aug
the room service was not helpful.,negative,negation_flip
the room service was not too helpful.,negative,negation_flip
the room service was not very helpful.,negative,negation_flip
the room service was not so helpful.,negative,negation_flip
the room service was never helpful.,negative,negation_flip
the room service was friendly.,positive,positive_aug
the room service was not friendly.,negative,negation_flip
the room service was not too friendly.,negative,negation_flip
the room service was not very friendly.,negative,negation_flip
the room service was not so friendly.,negative,negation_flip
the room service was never friendly.,negative,negation_flip
the room service was comfortable.,positive,positive_aug
the room service was not comfortable.,negative,negation_flip
the room service was not too comfortable.,negative,negation_flip
the room service was not very comfortable.,negative,negation_flip
the room service was not so comfortable.,negative,negation_flip
the room service was never comfortable.,negative,negation_flip
the room service was excellent.,positive,positive_aug
the room service was not excellent.,negative,negation_flip
the room service was not too excellent.,negative,negation_flip
the room service was not very excellent.,negative,negation_flip
the room service was not so excellent.,negative,negation_flip
the room service was never excellent.,negative,negation_flip
the hotel service was good.,positive,positive_aug
the hotel service was not good.,negative,negation_flip
the hotel service was not too good.,negative,negation_flip
the hotel service was not very good.,negative,negation_flip
the hotel service was not so good.,negative,negation_flip
the hotel service was never good.,negative,negation_flip
the hotel service was great.,positive,positive_aug
the hotel service was not great.,negative,negation_flip
the hotel service was not too great.,negative,negation_flip
the hotel service was not very great.,negative,negation_flip
the hotel service was not so great.,negative,negation_flip
the hotel service was never great.,negative,negation_flip
the hotel service was nice.,positive,positive_aug
the hotel service was not nice.,negative,negation_flip
the hotel service was not too nice.,negative,negation_flip
the hotel service was not very nice.,negative,negation_flip
the hotel service was not so nice.,negative,negation_flip
the hotel service was never nice.,negative,negation_flip
the hotel service was clean.,positive,positive_aug
the hotel service was not clean.,negative,negation_flip
the hotel service was not too clean.,negative,negation_flip
the hotel service was not very clean.,negative,negation_flip
the hotel service was not so clean.,negative,negation_flip
the hotel service was never clean.,negative,negation_flip
the hotel service was helpful.,positive,positive_aug
the hotel service was not helpful.,negative,negation_flip
the hotel service was not too helpful.,negative,negation_flip
the hotel service was not very helpful.,negative,negation_flip
the hotel service was not so helpful.,negative,negation_flip
the hotel service was never helpful.,negative,negation_flip
the hotel service was friendly.,positive,positive_aug
the hotel service was not friendly.,negative,negation_flip
the hotel service was not too friendly.,negative,negation_flip
the hotel service was not very friendly.,negative,negation_flip
the hotel service was not so friendly.,negative,negation_flip
the hotel service was never friendly.,negative,negation_flip
the hotel service was comfortable.,positive,positive_aug
the hotel service was not comfortable.,negative,negation_flip
the hotel service was not too comfortable.,negative,negation_flip
the hotel service was not very comfortable.,negative,negation_flip
the hotel service was not so comfortable.,negative,negation_flip
the hotel service was never comfortable.,negative,negation_flip
the hotel service was excellent.,positive,positive_aug
the hotel service was not excellent.,negative,negation_flip
the hotel service was not too excellent.,negative,negation_flip
the hotel service was not very excellent.,negative,negation_flip
the hotel service was not so excellent.,negative,negation_flip
the hotel service was never excellent.,negative,negation_flip
the customer service was good.,positive,positive_aug
the customer service was not good.,negative,negation_flip
the customer service was not too good.,negative,negation_flip
the customer service was not very good.,negative,negation_flip
the customer service was not so good.,negative,negation_flip
the customer service was never good.,negative,negation_flip
the customer service was great.,positive,positive_aug
the customer service was not great.,negative,negation_flip
the customer service was not too great.,negative,negation_flip
the customer service was not very great.,negative,negation_flip
the customer service was not so great.,negative,negation_flip
the customer service was never great.,negative,negation_flip
the customer service was nice.,positive,positive_aug
the customer service was not nice.,negative,negation_flip
the customer service was not too nice.,negative,negation_flip
the customer service was not very nice.,negative,negation_flip
the customer service was not so nice.,negative,negation_flip
the customer service was never nice.,negative,negation_flip
the customer service was clean.,positive,positive_aug
the customer service was not clean.,negative,negation_flip
the customer service was not too clean.,negative,negation_flip
the customer service was not very clean.,negative,negation_flip
the customer service was not so clean.,negative,negation_flip
the customer service was never clean.,negative,negation_flip
the customer service was helpful.,positive,positive_aug
the customer service was not helpful.,negative,negation_flip
the customer service was not too helpful.,negative,negation_flip
the customer service was not very helpful.,negative,negation_flip
the customer service was not so helpful.,negative,negation_flip
the customer service was never helpful.,negative,negation_flip
the customer service was friendly.,positive,positive_aug
the customer service was not friendly.,negative,negation_flip
the customer service was not too friendly.,negative,negation_flip
the customer service was not very friendly.,negative,negation_flip
the customer service was not so friendly.,negative,negation_flip
the customer service was never friendly.,negative,negation_flip
the customer service was comfortable.,positive,positive_aug
the customer service was not comfortable.,negative,negation_flip
the customer service was not too comfortable.,negative,negation_flip
the customer service was not very comfortable.,negative,negation_flip
the customer service was not so comfortable.,negative,negation_flip
the customer service was never comfortable.,negative,negation_flip
the customer service was excellent.,positive,positive_aug
the customer service was not excellent.,negative,negation_flip
the customer service was not too excellent.,negative,negation_flip
the customer service was not very excellent.,negative,negation_flip
the customer service was not so excellent.,negative,negation_flip
the customer service was never excellent.,negative,negation_flip
the the service was good.,positive,positive_aug
the the service was not good.,negative,negation_flip
the the service was not too good.,negative,negation_flip
the the service was not very good.,negative,negation_flip
the the service was not so good.,negative,negation_flip
the the service was never good.,negative,negation_flip
the the service was great.,positive,positive_aug
the the service was not great.,negative,negation_flip
the the service was not too great.,negative,negation_flip
the the service was not very great.,negative,negation_flip
the the service was not so great.,negative,negation_flip
the the service was never great.,negative,negation_flip
the the service was nice.,positive,positive_aug
the the service was not nice.,negative,negation_flip
the the service was not too nice.,negative,negation_flip
the the service was not very nice.,negative,negation_flip
the the service was not so nice.,negative,negation_flip
the the service was never nice.,negative,negation_flip
the the service was clean.,positive,positive_aug
the the service was not clean.,negative,negation_flip
the the service was not too clean.,negative,negation_flip
the the service was not very clean.,negative,negation_flip
the the service was not so clean.,negative,negation_flip
the the service was never clean.,negative,negation_flip
the the service was helpful.,positive,positive_aug
the the service was not helpful.,negative,negation_flip
the the service was not too helpful.,negative,negation_flip
the the service was not very helpful.,negative,negation_flip
the the service was not so helpful.,negative,negation_flip
the the service was never helpful.,negative,negation_flip
the the service was friendly.,positive,positive_aug
the the service was not friendly.,negative,negation_flip
the the service was not too friendly.,negative,negation_flip
the the service was not very friendly.,negative,negation_flip
the the service was not so friendly.,negative,negation_flip
the the service was never friendly.,negative,negation_flip
the the service was comfortable.,positive,positive_aug
the the service was not comfortable.,negative,negation_flip
the the service was not too comfortable.,negative,negation_flip
the the service was not very comfortable.,negative,negation_flip
the the service was not so comfortable.,negative,negation_flip
the the service was never comfortable.,negative,negation_flip
the the service was excellent.,positive,positive_aug
the the service was not excellent.,negative,negation_flip
the the service was not too excellent.,negative,negation_flip
the the service was not very excellent.,negative,negation_flip
the the service was not so excellent.,negative,negation_flip
the the service was never excellent.,negative,negation_flip
the staff was good.,positive,positive_aug
the staff was not good.,negative,negation_flip
the staff was not too good.,negative,negation_flip
the staff was not very good.,negative,negation_flip
the staff was not so good.,negative,negation_flip
the staff was never good.,negative,negation_flip
the staff was great.,positive,positive_aug
the staff was not great.,negative,negation_flip
the staff was not too great.,negative,negation_flip
the staff was not very great.,negative,negation_flip
the staff was not so great.,negative,negation_flip
the staff was never great.,negative,negation_flip
the staff was nice.,positive,positive_aug
the staff was not nice.,negative,negation_flip
the staff was not too nice.,negative,negation_flip
the staff was not very nice.,negative,negation_flip
the staff was not so nice.,negative,negation_flip
the staff was never nice.,negative,negation_flip
the staff was clean.,positive,positive_aug
the staff was not clean.,negative,negation_flip
the staff was not too clean.,negative,negation_flip
the staff was not very clean.,negative,negation_flip
the staff was not so clean.,negative,negation_flip
the staff was never clean.,negative,negation_flip
the staff was helpful.,positive,positive_aug
the staff was not helpful.,negative,negation_flip
the staff was not too helpful.,negative,negation_flip
the staff was not very helpful.,negative,negation_flip
the staff was not so helpful.,negative,negation_flip
the staff was never helpful.,negative,negation_flip
the staff was friendly.,positive,positive_aug
the staff was not friendly.,negative,negation_flip
the staff was not too friendly.,negative,negation_flip
the staff was not very friendly.,negative,negation_flip
the staff was not so friendly.,negative,negation_flip
the staff was never friendly.,negative,negation_flip
the staff was comfortable.,positive,positive_aug
the staff was not comfortable.,negative,negation_flip
the staff was not too comfortable.,negative,negation_flip
the staff was not very comfortable.,negative,negation_flip
the staff was not so comfortable.,negative,negation_flip
the staff was never comfortable.,negative,negation_flip
the staff was excellent.,positive,positive_aug
the staff was not excellent.,negative,negation_flip
the staff was not too excellent.,negative,negation_flip
the staff was not very excellent.,negative,negation_flip
the staff was not so excellent.,negative,negation_flip
the staff was never excellent.,negative,negation_flip
the the staff was good.,positive,positive_aug
the the staff was not good.,negative,negation_flip
the the staff was not too good.,negative,negation_flip
the the staff was not very good.,negative,negation_flip
the the staff was not so good.,negative,negation_flip
the the staff was never good.,negative,negation_flip
the the staff was great.,positive,positive_aug
the the staff was not great.,negative,negation_flip
the the staff was not too great.,negative,negation_flip
the the staff was not very great.,negative,negation_flip
the the staff was not so great.,negative,negation_flip
the the staff was never great.,negative,negation_flip
the the staff was nice.,positive,positive_aug
the the staff was not nice.,negative,negation_flip
the the staff was not too nice.,negative,negation_flip
the the staff was not very nice.,negative,negation_flip
the the staff was not so nice.,negative,negation_flip
the the staff was never nice.,negative,negation_flip
the the staff was clean.,positive,positive_aug
the the staff was not clean.,negative,negation_flip
the the staff was not too clean.,negative,negation_flip
the the staff was not very clean.,negative,negation_flip
the the staff was not so clean.,negative,negation_flip
the the staff was never clean.,negative,negation_flip
the the staff was helpful.,positive,positive_aug
the the staff was not helpful.,negative,negation_flip
the the staff was not too helpful.,negative,negation_flip
the the staff was not very helpful.,negative,negation_flip
the the staff was not so helpful.,negative,negation_flip
the the staff was never helpful.,negative,negation_flip
the the staff was friendly.,positive,positive_aug
the the staff was not friendly.,negative,negation_flip
the the staff was not too friendly.,negative,negation_flip
the the staff was not very friendly.,negative,negation_flip
the the staff was not so friendly.,negative,negation_flip
the the staff was never friendly.,negative,negation_flip
the the staff was comfortable.,positive,positive_aug
the the staff was not comfortable.,negative,negation_flip
the the staff was not too comfortable.,negative,negation_flip
the the staff was not very comfortable.,negative,negation_flip
the the staff was not so comfortable.,negative,negation_flip
the the staff was never comfortable.,negative,negation_flip
the the staff was excellent.,positive,positive_aug
the the staff was not excellent.,negative,negation_flip
the the staff was not too excellent.,negative,negation_flip
the the staff was not very excellent.,negative,negation_flip
the the staff was not so excellent.,negative,negation_flip
the the staff was never excellent.,negative,negation_flip
the room was good.,positive,positive_aug
the room was not good.,negative,negation_flip
the room was not too good.,negative,negation_flip
the room was not very good.,negative,negation_flip
the room was not so good.,negative,negation_flip
the room was never good.,negative,negation_flip
the room was great.,positive,positive_aug
the room was not great.,negative,negation_flip
the room was not too great.,negative,negation_flip
the room was not very great.,negative,negation_flip
the room was not so great.,negative,negation_flip
the room was never great.,negative,negation_flip
the room was nice.,positive,positive_aug
the room was not nice.,negative,negation_flip
the room was not too nice.,negative,negation_flip
the room was not very nice.,negative,negation_flip
the room was not so nice.,negative,negation_flip
the room was never nice.,negative,negation_flip
the room was clean.,positive,positive_aug
the room was not clean.,negative,negation_flip
the room was not too clean.,negative,negation_flip
the room was not very clean.,negative,negation_flip
the room was not so clean.,negative,negation_flip
the room was never clean.,negative,negation_flip
the room was helpful.,positive,positive_aug
the room was not helpful.,negative,negation_flip
the room was not too helpful.,negative,negation_flip
the room was not very helpful.,negative,negation_flip
the room was not so helpful.,negative,negation_flip
the room was never helpful.,negative,negation_flip
the room was friendly.,positive,positive_aug
the room was not friendly.,negative,negation_flip
the room was not too friendly.,negative,negation_flip
the room was not very friendly.,negative,negation_flip
the room was not so friendly.,negative,negation_flip
the room was never friendly.,negative,negation_flip
the room was comfortable.,positive,positive_aug
the room was not comfortable.,negative,negation_flip
the room was not too comfortable.,negative,negation_flip
the room was not very comfortable.,negative,negation_flip
the room was not so comfortable.,negative,negation_flip
the room was never comfortable.,negative,negation_flip
the room was excellent.,positive,positive_aug
the room was not excellent.,negative,negation_flip
the room was not too excellent.,negative,negation_flip
the room was not very excellent.,negative,negation_flip
the room was not so excellent.,negative,negation_flip
the room was never excellent.,negative,negation_flip
the the room was good.,positive,positive_aug
the the room was not good.,negative,negation_flip
the the room was not too good.,negative,negation_flip
the the room was not very good.,negative,negation_flip
the the room was not so good.,negative,negation_flip
the the room was never good.,negative,negation_flip
the the room was great.,positive,positive_aug
the the room was not great.,negative,negation_flip
the the room was not too great.,negative,negation_flip
the the room was not very great.,negative,negation_flip
the the room was not so great.,negative,negation_flip
the the room was never great.,negative,negation_flip
the the room was nice.,positive,positive_aug
the the room was not nice.,negative,negation_flip
the the room was not too nice.,negative,negation_flip
the the room was not very nice.,negative,negation_flip
the the room was not so nice.,negative,negation_flip
the the room was never nice.,negative,negation_flip
the the room was clean.,positive,positive_aug
the the room was not clean.,negative,negation_flip
the the room was not too clean.,negative,negation_flip
the the room was not very clean.,negative,negation_flip
the the room was not so clean.,negative,negation_flip
the the room was never clean.,negative,negation_flip
the the room was helpful.,positive,positive_aug
the the room was not helpful.,negative,negation_flip
the the room was not too helpful.,negative,negation_flip
the the room was not very helpful.,negative,negation_flip
the the room was not so helpful.,negative,negation_flip
the the room was never helpful.,negative,negation_flip
the the room was friendly.,positive,positive_aug
the the room was not friendly.,negative,negation_flip
the the room was not too friendly.,negative,negation_flip
the the room was not very friendly.,negative,negation_flip
the the room was not so friendly.,negative,negation_flip
the the room was never friendly.,negative,negation_flip
the the room was comfortable.,positive,positive_aug
the the room was not comfortable.,negative,negation_flip
the the room was not too comfortable.,negative,negation_flip
the the room was not very comfortable.,negative,negation_flip
the the room was not so comfortable.,negative,negation_flip
the the room was never comfortable.,negative,negation_flip
the the room was excellent.,positive,positive_aug
the the room was not excellent.,negative,negation_flip
the the room was not too excellent.,negative,negation_flip
the the room was not very excellent.,negative,negation_flip
the the room was not so excellent.,negative,negation_flip
the the room was never excellent.,negative,negation_flip
service was good.,positive,positive_aug
service was not good.,negative,negation_flip
service was not too good.,negative,negation_flip
service was not very good.,negative,negation_flip
service was not so good.,negative,negation_flip
service was never good.,negative,negation_flip
service was great.,positive,positive_aug
service was not great.,negative,negation_flip
service was not too great.,negative,negation_flip
service was not very great.,negative,negation_flip
service was not so great.,negative,negation_flip
service was never great.,negative,negation_flip
service was nice.,positive,positive_aug
service was not nice.,negative,negation_flip
service was not too nice.,negative,negation_flip
service was not very nice.,negative,negation_flip
service was not so nice.,negative,negation_flip
service was never nice.,negative,negation_flip
service was clean.,positive,positive_aug
service was not clean.,negative,negation_flip
service was not too clean.,negative,negation_flip
service was not very clean.,negative,negation_flip
service was not so clean.,negative,negation_flip
service was never clean.,negative,negation_flip
service was helpful.,positive,positive_aug
service was not helpful.,negative,negation_flip
service was not too helpful.,negative,negation_flip
service was not very helpful.,negative,negation_flip
service was not so helpful.,negative,negation_flip
service was never helpful.,negative,negation_flip
service was friendly.,positive,positive_aug
service was not friendly.,negative,negation_flip
service was not too friendly.,negative,negation_flip
service was not very friendly.,negative,negation_flip
service was not so friendly.,negative,negation_flip
service was never friendly.,negative,negation_flip
service was comfortable.,positive,positive_aug
service was not comfortable.,negative,negation_flip
service was not too comfortable.,negative,negation_flip
service was not very comfortable.,negative,negation_flip
service was not so comfortable.,negative,negation_flip
service was never comfortable.,negative,negation_flip
service was excellent.,positive,positive_aug
service was not excellent.,negative,negation_flip
service was not too excellent.,negative,negation_flip
service was not very excellent.,negative,negation_flip
service was not so excellent.,negative,negation_flip
service was never excellent.,negative,negation_flip
staff service was good.,positive,positive_aug
staff service was not good.,negative,negation_flip
staff service was not too good.,negative,negation_flip
staff service was not very good.,negative,negation_flip
staff service was not so good.,negative,negation_flip
staff service was never good.,negative,negation_flip
staff service was great.,positive,positive_aug
staff service was not great.,negative,negation_flip
staff service was not too great.,negative,negation_flip
staff service was not very great.,negative,negation_flip
staff service was not so great.,negative,negation_flip
staff service was never great.,negative,negation_flip
staff service was nice.,positive,positive_aug
staff service was not nice.,negative,negation_flip
staff service was not too nice.,negative,negation_flip
staff service was not very nice.,negative,negation_flip
staff service was not so nice.,negative,negation_flip
staff service was never nice.,negative,negation_flip
staff service was clean.,positive,positive_aug
staff service was not clean.,negative,negation_flip
staff service was not too clean.,negative,negation_flip
staff service was not very clean.,negative,negation_flip
staff service was not so clean.,negative,negation_flip
staff service was never clean.,negative,negation_flip
staff service was helpful.,positive,positive_aug
staff service was not helpful.,negative,negation_flip
staff service was not too helpful.,negative,negation_flip
staff service was not very helpful.,negative,negation_flip
staff service was not so helpful.,negative,negation_flip
staff service was never helpful.,negative,negation_flip
staff service was friendly.,positive,positive_aug
staff service was not friendly.,negative,negation_flip
staff service was not too friendly.,negative,negation_flip
staff service was not very friendly.,negative,negation_flip
staff service was not so friendly.,negative,negation_flip
staff service was never friendly.,negative,negation_flip
staff service was comfortable.,positive,positive_aug
staff service was not comfortable.,negative,negation_flip
staff service was not too comfortable.,negative,negation_flip
staff service was not very comfortable.,negative,negation_flip
staff service was not so comfortable.,negative,negation_flip
staff service was never comfortable.,negative,negation_flip
staff service was excellent.,positive,positive_aug
staff service was not excellent.,negative,negation_flip
staff service was not too excellent.,negative,negation_flip
staff service was not very excellent.,negative,negation_flip
staff service was not so excellent.,negative,negation_flip
staff service was never excellent.,negative,negation_flip
room service was good.,positive,positive_aug
room service was not good.,negative,negation_flip
room service was not too good.,negative,negation_flip
room service was not very good.,negative,negation_flip
room service was not so good.,negative,negation_flip
room service was never good.,negative,negation_flip
room service was great.,positive,positive_aug
room service was not great.,negative,negation_flip
room service was not too great.,negative,negation_flip
room service was not very great.,negative,negation_flip
room service was not so great.,negative,negation_flip
room service was never great.,negative,negation_flip
room service was nice.,positive,positive_aug
room service was not nice.,negative,negation_flip
room service was not too nice.,negative,negation_flip
room service was not very nice.,negative,negation_flip
room service was not so nice.,negative,negation_flip
room service was never nice.,negative,negation_flip
room service was clean.,positive,positive_aug
room service was not clean.,negative,negation_flip
room service was not too clean.,negative,negation_flip
room service was not very clean.,negative,negation_flip
room service was not so clean.,negative,negation_flip
room service was never clean.,negative,negation_flip
room service was helpful.,positive,positive_aug
room service was not helpful.,negative,negation_flip
room service was not too helpful.,negative,negation_flip
room service was not very helpful.,negative,negation_flip
room service was not so helpful.,negative,negation_flip
room service was never helpful.,negative,negation_flip
room service was friendly.,positive,positive_aug
room service was not friendly.,negative,negation_flip
room service was not too friendly.,negative,negation_flip
room service was not very friendly.,negative,negation_flip
room service was not so friendly.,negative,negation_flip
room service was never friendly.,negative,negation_flip
room service was comfortable.,positive,positive_aug
room service was not comfortable.,negative,negation_flip
room service was not too comfortable.,negative,negation_flip
room service was not very comfortable.,negative,negation_flip
room service was not so comfortable.,negative,negation_flip
room service was never comfortable.,negative,negation_flip
room service was excellent.,positive,positive_aug
room service was not excellent.,negative,negation_flip
room service was not too excellent.,negative,negation_flip
room service was not very excellent.,negative,negation_flip
room service was not so excellent.,negative,negation_flip
room service was never excellent.,negative,negation_flip
hotel service was good.,positive,positive_aug
hotel service was not good.,negative,negation_flip
hotel service was not too good.,negative,negation_flip
hotel service was not very good.,negative,negation_flip
hotel service was not so good.,negative,negation_flip
hotel service was never good.,negative,negation_flip
hotel service was great.,positive,positive_aug
hotel service was not great.,negative,negation_flip
hotel service was not too great.,negative,negation_flip
hotel service was not very great.,negative,negation_flip
hotel service was not so great.,negative,negation_flip
hotel service was never great.,negative,negation_flip
hotel service was nice.,positive,positive_aug
hotel service was not nice.,negative,negation_flip
hotel service was not too nice.,negative,negation_flip
hotel service was not very nice.,negative,negation_flip
hotel service was not so nice.,negative,negation_flip
hotel service was never nice.,negative,negation_flip
hotel service was clean.,positive,positive_aug
hotel service was not clean.,negative,negation_flip
hotel service was not too clean.,negative,negation_flip
hotel service was not very clean.,negative,negation_flip
hotel service was not so clean.,negative,negation_flip
hotel service was never clean.,negative,negation_flip
hotel service was helpful.,positive,positive_aug
hotel service was not helpful.,negative,negation_flip
hotel service was not too helpful.,negative,negation_flip
hotel service was not very helpful.,negative,negation_flip
hotel service was not so helpful.,negative,negation_flip
hotel service was never helpful.,negative,negation_flip
hotel service was friendly.,positive,positive_aug
hotel service was not friendly.,negative,negation_flip
hotel service was not too friendly.,negative,negation_flip
hotel service was not very friendly.,negative,negation_flip
hotel service was not so friendly.,negative,negation_flip
hotel service was never friendly.,negative,negation_flip
hotel service was comfortable.,positive,positive_aug
hotel service was not comfortable.,negative,negation_flip
hotel service was not too comfortable.,negative,negation_flip
hotel service was not very comfortable.,negative,negation_flip
hotel service was not so comfortable.,negative,negation_flip
hotel service was never comfortable.,negative,negation_flip
hotel service was excellent.,positive,positive_aug
hotel service was not excellent.,negative,negation_flip
hotel service was not too excellent.,negative,negation_flip
hotel service was not very excellent.,negative,negation_flip
hotel service was not so excellent.,negative,negation_flip
hotel service was never excellent.,negative,negation_flip
customer service was good.,positive,positive_aug
customer service was not good.,negative,negation_flip
customer service was not too good.,negative,negation_flip
customer service was not very good.,negative,negation_flip
customer service was not so good.,negative,negation_flip
customer service was never good.,negative,negation_flip
customer service was great.,positive,positive_aug
customer service was not great.,negative,negation_flip
customer service was not too great.,negative,negation_flip
customer service was not very great.,negative,negation_flip
customer service was not so great.,negative,negation_flip
customer service was never great.,negative,negation_flip
customer service was nice.,positive,positive_aug
customer service was not nice.,negative,negation_flip
customer service was not too nice.,negative,negation_flip
customer service was not very nice.,negative,negation_flip
customer service was not so nice.,negative,negation_flip
customer service was never nice.,negative,negation_flip
customer service was clean.,positive,positive_aug
customer service was not clean.,negative,negation_flip
customer service was not too clean.,negative,negation_flip
customer service was not very clean.,negative,negation_flip
customer service was not so clean.,negative,negation_flip
customer service was never clean.,negative,negation_flip
customer service was helpful.,positive,positive_aug
customer service was not helpful.,negative,negation_flip
customer service was not too helpful.,negative,negation_flip
customer service was not very helpful.,negative,negation_flip
customer service was not so helpful.,negative,negation_flip
customer service was never helpful.,negative,negation_flip
customer service was friendly.,positive,positive_aug
customer service was not friendly.,negative,negation_flip
customer service was not too friendly.,negative,negation_flip
customer service was not very friendly.,negative,negation_flip
customer service was not so friendly.,negative,negation_flip
customer service was never friendly.,negative,negation_flip
customer service was comfortable.,positive,positive_aug
customer service was not comfortable.,negative,negation_flip
customer service was not too comfortable.,negative,negation_flip
customer service was not very comfortable.,negative,negation_flip
customer service was not so comfortable.,negative,negation_flip
customer service was never comfortable.,negative,negation_flip
customer service was excellent.,positive,positive_aug
customer service was not excellent.,negative,negation_flip
customer service was not too excellent.,negative,negation_flip
customer service was not very excellent.,negative,negation_flip
customer service was not so excellent.,negative,negation_flip
customer service was never excellent.,negative,negation_flip
the service was good.,positive,positive_aug
the service was not good.,negative,negation_flip
the service was not too good.,negative,negation_flip
the service was not very good.,negative,negation_flip
the service was not so good.,negative,negation_flip
the service was never good.,negative,negation_flip
the service was great.,positive,positive_aug
the service was not great.,negative,negation_flip
the service was not too great.,negative,negation_flip
the service was not very great.,negative,negation_flip
the service was not so great.,negative,negation_flip
the service was never great.,negative,negation_flip
the service was nice.,positive,positive_aug
the service was not nice.,negative,negation_flip
the service was not too nice.,negative,negation_flip
the service was not very nice.,negative,negation_flip
the service was not so nice.,negative,negation_flip
the service was never nice.,negative,negation_flip
the service was clean.,positive,positive_aug
the service was not clean.,negative,negation_flip
the service was not too clean.,negative,negation_flip
the service was not very clean.,negative,negation_flip
the service was not so clean.,negative,negation_flip
the service was never clean.,negative,negation_flip
the service was helpful.,positive,positive_aug
the service was not helpful.,negative,negation_flip
the service was not too helpful.,negative,negation_flip
the service was not very helpful.,negative,negation_flip
the service was not so helpful.,negative,negation_flip
the service was never helpful.,negative,negation_flip
the service was friendly.,positive,positive_aug
the service was not friendly.,negative,negation_flip
the service was not too friendly.,negative,negation_flip
the service was not very friendly.,negative,negation_flip
the service was not so friendly.,negative,negation_flip
the service was never friendly.,negative,negation_flip
the service was comfortable.,positive,positive_aug
the service was not comfortable.,negative,negation_flip
the service was not too comfortable.,negative,negation_flip
the service was not very comfortable.,negative,negation_flip
the service was not so comfortable.,negative,negation_flip
the service was never comfortable.,negative,negation_flip
the service was excellent.,positive,positive_aug
the service was not excellent.,negative,negation_flip
the service was not too excellent.,negative,negation_flip
the service was not very excellent.,negative,negation_flip
the service was not so excellent.,negative,negation_flip
the service was never excellent.,negative,negation_flip
staff was good.,positive,positive_aug
staff was not good.,negative,negation_flip
staff was not too good.,negative,negation_flip
staff was not very good.,negative,negation_flip
staff was not so good.,negative,negation_flip
staff was never good.,negative,negation_flip
staff was great.,positive,positive_aug
staff was not great.,negative,negation_flip
staff was not too great.,negative,negation_flip
staff was not very great.,negative,negation_flip
staff was not so great.,negative,negation_flip
staff was never great.,negative,negation_flip
staff was nice.,positive,positive_aug
staff was not nice.,negative,negation_flip
staff was not too nice.,negative,negation_flip
staff was not very nice.,negative,negation_flip
staff was not so nice.,negative,negation_flip
staff was never nice.,negative,negation_flip
staff was clean.,positive,positive_aug
staff was not clean.,negative,negation_flip
staff was not too clean.,negative,negation_flip
staff was not very clean.,negative,negation_flip
staff was not so clean.,negative,negation_flip
staff was never clean.,negative,negation_flip
staff was helpful.,positive,positive_aug
staff was not helpful.,negative,negation_flip
staff was not too helpful.,negative,negation_flip
staff was not very helpful.,negative,negation_flip
staff was not so helpful.,negative,negation_flip
staff was never helpful.,negative,negation_flip
staff was friendly.,positive,positive_aug
staff was not friendly.,negative,negation_flip
staff was not too friendly.,negative,negation_flip
staff was not very friendly.,negative,negation_flip
staff was not so friendly.,negative,negation_flip
staff was never friendly.,negative,negation_flip
staff was comfortable.,positive,positive_aug
staff was not comfortable.,negative,negation_flip
staff was not too comfortable.,negative,negation_flip
staff was not very comfortable.,negative,negation_flip
staff was not so comfortable.,negative,negation_flip
staff was never comfortable.,negative,negation_flip
staff was excellent.,positive,positive_aug
staff was not excellent.,negative,negation_flip
