review,sentiment,source
hot hall ways and no elevator.,negative,hrast
hot water facility in common area not always on or available.,positive,hrast
"hot water was not constant in the shower, hot water would go to cold water then back to hot water.",negative,hrast
"hotel a were bit far located to city center, however good metro connections.",neutral,hrast
hotel also had a nice little kitchen area too.,positive,hrast
"hotel also offered an evening food menu, which was really good.",positive,hrast
hotel and rooms were really nice and high-quality.,positive,hrast
hotel and staff were excellent.,positive,hrast
hotel area is very clean.,positive,hrast
"hotel bar downstairs closes too early, pool too small, in the shower head (top) has rust and limestone.",negative,hrast
hotel breakfast was good.,positive,hrast
"hotel calmo is not in the old city, but getting straight to the opera house and alt stadt is easy simply using the tram that goes in front of the hotel.",positive,hrast
"hotel clean, comfortable.",positive,hrast
hotel close to rambla excellent staff and excellent rooms.,positive,hrast
hotel could be cleaner.,negative,hrast
hotel definitely needs a reconstruction.,negative,hrast
hotel facilities are extremely old and dated.,negative,hrast
hotel facilities are nice.,positive,hrast
hotel front had never caught our calls.,negative,hrast
hotel has a great location.,positive,hrast
hotel has character and is in a good location.,positive,hrast
"hotel has great location, comfy beds, clean room, hotel staff was helpful.",positive,hrast
hotel has its own parking.,positive,hrast
hotel has no bar and restaurant.,negative,hrast
hotel in a great location.,positive,hrast
hotel in a side street - rooms in a courtyard location and therefore very quiet & no traffic noise.,positive,hrast
hotel in a very convenient location.,positive,hrast
"hotel in an excellent location, very convenient metro station entença.",positive,hrast
hotel in excellent location.,positive,hrast
"hotel in general - cleanliness accomodations, everything great.",positive,hrast
hotel in the center of naples.,positive,hrast
hotel in the historic center with attached parking a stone's throw from via toledo.,positive,hrast
hotel in the historic center.,positive,hrast
hotel is 1 train stop away from the airport which is convenient.,positive,hrast
"hotel is a good value for the money, really close to tha train station in which after two stops you're at the central station close to everything, the hotel is also pretty close to the airport as well.",positive,hrast
hotel is a little outside of the centre but close to a metro and a shopping centre with other local amenities nearby.,positive,hrast
hotel is a tad shabby!,negative,hrast
"hotel is all in mirrors, which is quite new and stylish",positive,hrast
hotel is clean.,positive,hrast
hotel is close to frequent street with lots of loud trafic.,negative,hrast
"hotel is close to the city center, good value for money.",positive,hrast
hotel is currently in a middle of a construction site.,negative,hrast
hotel is good connected to the city center and central station.,positive,hrast
hotel is good value for money.,positive,hrast
hotel is in a good area.,positive,hrast
hotel is in a great location for the train station!,positive,hrast
hotel is in a great location!,positive,hrast
hotel is in centre of city so it can get really loud.,negative,hrast
hotel is in the middle of a major construction site.,negative,hrast
hotel is in the middle of construction work.,negative,hrast
hotel is located close to the city centre.,positive,hrast
hotel is located directly on the busy street.,negative,hrast
"hotel is located in nice, quiet neighborhood, not so far from central station and tivoli park.",positive,hrast
hotel is located on a busy street and most rooms are on the street side.,neutral,hrast
hotel is located on a construction site.,neutral,hrast
"hotel is low so no panoramic view, but this is accepted.",neutral,hrast
"hotel is not far from the metro station, short trip to the city.",positive,hrast
hotel is not posh but fine.,positive,hrast
hotel is on a loudy and car crowed street.,negative,hrast
hotel is on the main square at the central station so it's very easy to get to where ever you want.,positive,hrast
"hotel is outside the city, but easily reached by metro.",neutral,hrast
hotel is situated near bars/nightclubs.,neutral,hrast
hotel is very badly soundproofed.,negative,hrast
hotel is very centrally located.,positive,hrast
hotel is very clean and also very still at all times of the day.,positive,hrast
hotel is very close to the airport which is very convenient.,positive,hrast
hotel is very close to the airport.,positive,hrast
hotel is very old.,negative,hrast
hotel is very well located.,positive,hrast
"hotel is well located, close to sagrada familia, markets, restaurants and sant pau metro station.",positive,hrast
"hotel itself very bland, lacks imagination.",negative,hrast
hotel like this deserve better services.,negative,hrast
hotel located in a very nice area.,positive,hrast
"hotel located near the station, we never had any problems, but the area is not the best.",negative,hrast
hotel location right in the middle of an interesting street.,positive,hrast
hotel location was perfect.,positive,hrast
"hotel looks nice and comfy,.",positive,hrast
hotel messaged via booking.,neutral,hrast
"hotel overall a bit dated, bathroom could use remodeling.",negative,hrast
hotel parking was not available during our stay.,negative,hrast
"hotel perfectly suited for a city trip, good facilities, air conditioning, decent breakfast.",positive,hrast
hotel personal was friendly and helpful.,positive,hrast
hotel pool closed.,negative,hrast
"hotel promotes having free wifi, but that is not true.",negative,hrast
hotel quite well located with good value for money.,positive,hrast
hotel reception areas were very nice.,positive,hrast
hotel reception could be friendlier.,negative,hrast
hotel restaurant with absurd prices without them giving you anything special.,negative,hrast
hotel rooftop is not as clean as seen in pictures pool glass needs to be cleaned chairs are dirty need to be replaced.,negative,hrast
hotel room bathroom doors dont close properly.,negative,hrast
hotel room was excellent.,positive,hrast
"hotel room was great size, was a triple room for 2 adults and a child.",positive,hrast
hotel room was incredibly warm.,neutral,hrast
hotel room was spacious and comfortable.,positive,hrast
hotel rooms could be extremely noisy and loud when someone walks around the room.,negative,hrast
"hotel rooms would benefit from some upgrade, also air-conditioning would be nice.",negative,hrast
"hotel service abscence, secure opening everywhere by codes (elevator, corridor, room), staff speaking only italian and not very helpful.",negative,hrast
hotel staff are all friendly.,positive,hrast
hotel staff is really helpful and very polite.,positive,hrast
hotel staff is very friendly.,positive,hrast
"hotel staff very friendly, nice and helpful.",positive,hrast
hotel staff very kind.,positive,hrast
hotel staff was fantastic.,positive,hrast
hotel staff was really friendly and very accommodating.,positive,hrast
"hotel staff was super friendly and polite, the location was excellent and the design of the hotel was very interesting.",positive,hrast
"hotel staff were very friendly, helpful and provided high standard of service.",positive,hrast
hotel staff were very pleasant.,positive,hrast
"hotel surrounded by a building site so no local facilities/ shops, restaurants etc.",negative,hrast
"hotel takes a hold on your card, then charges you again for the stay and won't release the hold, blocking your money.",negative,hrast
hotel very close to the sagrada familia and boulevard gaudi.,positive,hrast
hotel very neat.,positive,hrast
hotel very noisy.,negative,hrast
hotel very spacious and room was fab plus free coffee and tea with biscuits great location.,positive,hrast
hotel very well located for visiting naples.,positive,hrast
"hotel very well located in the center of napóles,.",positive,hrast
hotel very well located with very nice staff.,positive,hrast
"hotel very well located, 2 min walk from the place de l'universat very convenient for the arrival of the airport with the special bus aerobus.",positive,hrast
hotel very well located.,positive,hrast
hotel was a bit of a walk from the town centre.,negative,hrast
hotel was a little neglected.,negative,hrast
hotel was also quiet.,positive,hrast
hotel was average while night shift staff was very impolite.,negative,hrast
hotel was clean and staff was friendly.,positive,hrast
"hotel was clean, staff where lovely and it was in a great spot.",positive,hrast
hotel was close to the central station and lots of sights especially tivoli gardens.,positive,hrast
hotel was conveniently located and beautifully appointed.,positive,hrast
hotel was dated but clean.,positive,hrast
hotel was easy to find and everything was clean.,positive,hrast
hotel was far from city center.,negative,hrast
hotel was good by location cleanliness.,positive,hrast
"hotel was great, location was great.",positive,hrast
hotel was in a great location.,positive,hrast
hotel was in walking distance of most of the attractions we were interested in.,positive,hrast
hotel was modern clean and well supplied.,positive,hrast
"hotel was new, clean and restaurant was excellent.",positive,hrast
hotel was nicely decorated.,positive,hrast
hotel was on 2nd floor within a building so difficult to find first time.,negative,hrast
hotel was really clean and the staff nice.,positive,hrast
"hotel was spotlessly clean, rooms were spacious.",positive,hrast
hotel was very clean and modern.,positive,hrast
"hotel was very clean, very close to metro so made getting around very easy.",positive,hrast
hotel was very clean.,positive,hrast
hotel was very dog friendly!,positive,hrast
hotel was walkable distance to the sagrada familia and a lot of shops & restaurants surrounded the hotel.,positive,hrast
hotel well located and good value for money.,positive,hrast
"hotel well located, family room duplex, clean and modern.",positive,hrast
"hotel well placed, very helpful staff speaks french.",positive,hrast
"hotel with a good location if you have to stay a night or two, not more.",positive,hrast
"hotel with a very friendly, attentive staff and always trying to solve any problem.",positive,hrast
"hotel, staff and location is great for a stop over by the train station.",positive,hrast
"hotel: very well located, surrounded by various bus lines.",positive,hrast
"hotel's location is a great advantage for this place - in the center of the town, most of the main attractions can be reached by foot in 10 to 20 minutes.",positive,hrast
hotels location is really nice and suited for me perfectly.,positive,hrast
hotel's location was perfect.,positive,hrast
hotel's own car park.,positive,hrast
house keeping was not meticulous.,negative,hrast
house very poorly soundproofed.,negative,hrast
"household staff works well, hygienically clean, fresh sheets and towels every day.",positive,hrast
housekeeping came every day.,positive,hrast
housekeeping didn't show up.,negative,hrast
housekeeping had to be contacted several times for updates.,negative,hrast
housekeeping staff excellent.,positive,hrast
housekeeping very much below standard.,negative,hrast
housekeeping was minimal with towels being replaced and nothing further.,neutral,hrast
housekeeping was not good.,negative,hrast
"house-keeping were amazing, really.",positive,hrast
"house-keeping were amazing,.",positive,hrast
how can that place be the same as we saw on booking with such nice and beautiful photos!!?? the photos are misleading.,negative,hrast
how close it is to san pau hospital.,positive,hrast
how close to the center is.,positive,hrast
how small the room and the bathroom is.,negative,hrast
how unorganized and poor was the breakfast compared to all other nh-s i have stayed.,negative,hrast
"however after dark some there are occasionally drunk a stoned person, but no troubles at all.",neutral,hrast
"however it would have been nice if there was a little more choice for vegetarians, for example potatoes or something similar.",negative,hrast
however the room was barely 12 m2.,negative,hrast
however the rooms don’t have ac.,negative,hrast
however this air condition could not be adjusted so it was sometimes too hot in the room.,negative,hrast
"however, hotel definitely needs to be renovated",negative,hrast
"however, if your goals is to spend a lot of time in copenhagen seeing the town and you need a decent place to sleep, this hotel will.",positive,hrast
"however, in general many small maintenance that would make it perfect.",neutral,hrast
"however, it wasn't so bad but was something i didn't like.",negative,hrast
"however, seeing that it is really not up to date concerning renovations that are obviously quite necessary, i must admit that we found our room quite overpriced.",negative,hrast
"however, the availability and friendliness of ciro who has always welcomed us with great warmth and a good coffee made the shortcomings described secondary.",positive,hrast
"however, the biggest discomfort occurred on the evening of october 15th, when my mom was alone in the apartment: suddenly there was no electricity at all: in the light of the telephone, my mother searched without success for a general switch, going down and up the stairs with a considerable risk of falling (85 years old).",negative,hrast
"however, the caffè was great, as well as the chocolate-croissants.",positive,hrast
"however, the hotel is very conveniently positioned 3 min walk from tarnby station.",positive,hrast
"however, the rooms are a bit tiny, but typical for europe.",neutral,hrast
"however, the walls are very thin and any noise comes clearly.",negative,hrast
"however, there was a stale sweaty smell on the corridor most days.",negative,hrast
"however, we weren't there for the room - we were there for seeing the sights.",positive,hrast
huge and very comfortable room.,positive,hrast
huge bed and very comfortable even the mattress.,positive,hrast
"huge comfy beds, centrally located, cute little vintage lift, beautiful vintage lounge area.",positive,hrast
huge family room with very efficient air conditioning.,positive,hrast
huge noise from the street.,negative,hrast
"huge pool in the heart of the historic center of naples, yesterday quiet and air-conditioned.",positive,hrast
huge queue for breakfast.,positive,hrast
huge queue to check in.,negative,hrast
huge room and beds.,positive,hrast
huge room with 2 rooms.,positive,hrast
"huge room, location right in the old town, so ideal starting point.",positive,hrast
huge room.,positive,hrast
huge rooms with a huge bathroom!,positive,hrast
huge rooms with a huge bed.,positive,hrast
huge rooms with updated bathroom.,positive,hrast
"huge water damage, moldy shower, broken appliances.",negative,hrast
"huge window, nice views, comfy bed, soothing lighting, spacious bathroom with a bathtub, refrigerator, kettle, coffee and tea.",positive,hrast
huge windows exposed to the sun warms up the rooms during hot summer days and the ac is not dimensioned for this.,negative,hrast
"huge, soft and very comfortable bed.",positive,hrast
"human staff, excellent service.",positive,hrast
hygiene and sterilization is very poor.,negative,hrast
"hygiene of the rooms was very bad, upon arrival the bathroom was full of hair and the trash can was still full from the previous guest.",negative,hrast
"hygiene, friendly staff, good breakfast!",positive,hrast
hygienic defects not cleaned bathroom.,negative,hrast
i absolutely loved everybody from the staff - they were all wonderful and very helpful.,positive,hrast
i accept the need to keep costs down may be the reason the room was not serviced during my stay.,neutral,hrast
"i accidentally dropped my phone under the bed and noticed a huge amount of fluff, trash and dust accumulated.",negative,hrast
i actually booked a deluxe double room with city view.,neutral,hrast
i actually loved everything.,positive,hrast
"i advice you guys to stay there, good location and super clean.",positive,hrast
i almost slipped here as a pregnant woman on the wet floor!,negative,hrast
"i already did the reservation with my credit card, but the receptionist insist to send my credit card number because if i did not do that they will cancel my reservation.",negative,hrast
i also appreciated the free coffee and tea which was available whenever.,positive,hrast
i also arrived early in the morning and they kept my bags until check-in that afternoon.,positive,hrast
i also checked in outside standard hours and we were checked in by a person who spoke only italian (unfortunately nothing in english).,neutral,hrast
i also didn’t adore that the shower had no way to prop up the shower head for bathing… it felt like a dog bath.,negative,hrast
i also didn't like one guy from service.,negative,hrast
i also disliked that you couldn’t serve your own food.,negative,hrast
i also don't like that i feel like i have reject housekeeping for the day for fear of the housekeeping staff.,negative,hrast
i also really liked the entry codes instead of a key or a plastic card.,positive,hrast
i am a side-sleeper and - after a few nights sleeping on the bed i would awake to shoulder pain.,negative,hrast
i am allergic and the room was very dusty.,negative,hrast
i am dissatisfied with the practice of withholding a guarantee for accommodation in the conditions where this guarantee is very high in value and the money is not returned upon departure as is correct in order to benefit from your money.,negative,hrast
i am very disappointed with my stay in barcelona because of the hotel.,negative,hrast
i appreciate that the cramped space in the bathroom is to be expected but i would have wished for a plug in the washbasin.,negative,hrast
"i appreciated a little thing like liquid soap in the bathroom, usually there are bars of soap that are never enough.",positive,hrast
i appreciated the central location and cleanliness of the hotel.,positive,hrast
i appreciated the convenience of garage parking adjacent to the facility.,positive,hrast
i appreciated the helpful lady that helped me find a good sushi restaurant.,positive,hrast
i appreciated the staff’s kindness.,positive,hrast
"i arrived an hour before check-in (notifying a few days in advance) and they still let me find the room ready, self check-in was very easy and quick.",positive,hrast
i arrived in the middle of the night as a solo traveller.,neutral,hrast
i arrived very early and the room was ready for me.,positive,hrast
"i arrived very late in the evening, hot and tired from travelling, so the complicated procedure to secure entry was something i could have done without.",negative,hrast
"i ask them to change my bed to full bed they said we will and they didn't, they didn't change the bed sheets.",negative,hrast
i asked for extra pillows for my reflux.,neutral,hrast
i asked for the tv remote to be fixed but it was not done to me.,negative,hrast
i asked for twin beds because we were friends but the beds were made with a large sheet so twin beds were useless!!!,negative,hrast
i asked in advance for quiet room.,neutral,hrast
"i asked the waiter if i could order from him, and he (quite rudely) told me to go to the bar.",negative,hrast
"i asked to purchase a razor as advertised in the room that i could if needed, they said they didn’t do this anymore and couldn’t direct me to where i might be able to buy one.",negative,hrast
i believe the entire bathroom floor would be wet for a day at least.,negative,hrast
i booked 3 nights i stayed one then left as felt uncomfortable due to the staff.,negative,hrast
i booked 4 places but they only made 2 beds.,negative,hrast
"i booked a room with breakfast included, but in the morning the hotel manager said that i must to pay 22 euros for breakfast.",negative,hrast
i booked a standard room with double bed a few months ago.,neutral,hrast
i booked rooms through booking.,neutral,hrast
"i booked thinking it was located opposite the pier for personal convenience as we had to take the ferry the next day, but unfortunately only the reception was there.",negative,hrast
i booked this room for the aircon but apparently i have not noticed any aircon working in our room and it seems to just detect the room temperature no matter how much you adjust it.,negative,hrast
i bought it at a drug store because the shampoo and conditioner of the amenities were not available.,negative,hrast
i came twice to the reception and there was no help at all-just answear they’ll come to check it asap.,negative,hrast
i came very late on the day of check-in and left later on the day of check-out and krystyna and andrea didn’t mind at all and were very very helpful!,positive,hrast
i can find everything i need in the room.,positive,hrast
i can hear the sound of people staying in the next room opening the door or snoring.,negative,hrast
i can highly recommend this place.,positive,hrast
i can recommend this hotel.,positive,hrast
i cannot recommend this hotel.,negative,hrast
"i can't believe it when i ask for assistance about the wifi connection, the receptionist keep asking me to bring my laptop to the reception.",negative,hrast
"i can't judge the location - it was close to where i had to be, but away from the highlights people may want to visit.",negative,hrast
i chose avenue hotels during my previous visit to copenhagen - cabinn was much worth the money comparatively.,positive,hrast
i chose this hotel mainly because has a great location and is clean.,positive,hrast
i could check in earlier and check out later.,positive,hrast
i could check in early and leave my luggage for almost the whole day after check out.,positive,hrast
i could feel it through the sheets.,negative,hrast
i could get a breakfast in a cafe with much more food for actually half the price.,negative,hrast
i could have had nothing to say except for the lack of breakfast the following day.,negative,hrast
i could hear conversations in the other rooms.,negative,hrast
i could hear my neighbor conversation.,negative,hrast
i could hear other guests behind it.,negative,hrast
i could hear other guests taking a shower or talking.,negative,hrast
i could hear the neighbors doors slam at night because the door is so heavy.,negative,hrast
i could hear the romantic activities in the room next to me loud and clear!,negative,hrast
i could hear when water was running in the room next door.,negative,hrast
i could not connect to the internet.,negative,hrast
i could not enjoy it as i had to reschedule and they were not willing to grant me a refund.,negative,hrast
i could not even imagine that for more than $200 a night i have to check it in advance.,negative,hrast
i could not find a hairdryer.,negative,hrast
i could not get in touch with the reception.,negative,hrast
i could not redeem the parking ticket in the garage.,negative,hrast
i couldn’t get any wifi in my room which i was told there would be.,negative,hrast
i couldn’t get to sleep until 5 am.,negative,hrast
i couldn’t sleep very well literally you can listen clearly people steps and talks every details.,negative,hrast
i couldn’t smell the rubbish but my husband could.,negative,hrast
"i couldn’t turn down the air conditioning, because it was fixed at 19c degrees and sometimes the room was so warm.",negative,hrast
i couldn't hear any annoying noise.,positive,hrast
"i couldn't sleep due to the heat, couldn't keep windows open due to noise.",negative,hrast
i definitely recommend this hotel!,positive,hrast
"i did appreciate the cleaning service daily, so that was a nice treat.",positive,hrast
"i did get a lot of noise from the elevator, but it was comfortable and the ac worked well.",positive,hrast
"i did hear one or two remarks that there were no phones in the rooms but as just about everyone now, self included, have a mobile attached at the hip, i don't see this as a problem.",neutral,hrast
i did not appreciate being 'demanded' to give the money in cash when i just arrived.,negative,hrast
i did not discover the safe until i left.,negative,hrast
i did not feel the value of room was worth the price.,negative,hrast
i did not get a quiet room - room was on main street.,negative,hrast
i did not have a hairdryer in the room.,negative,hrast
i did not have breakfast.,negative,hrast
"i did not like anything, very bad service and we do not understand how the hotel has four stars when there is no hot water in the hotel.",negative,hrast
i did not like it since it was bad and breakfast that there was no breakfast and the mold in some places in the room as well as you could do with a little refresher on the walls unfortunately marked by probably not regulated guests.,negative,hrast
"i did not like not having a mini fridge in the room, i did not like that curtain at the entrance of the door and neither inside the room!!!",negative,hrast
i did not like paying 5 euro per hour per person to use the pool.,negative,hrast
i did not like the absence of staff on site and the lack of cleanliness of the rooms during the stay that never happened.,negative,hrast
i did not like the arrangement of the shower and toilet in the hose room.,negative,hrast
i did not like the blood splatter (or who knows what) on the bathroom door.,negative,hrast
i did not like the broken and repaired shower cabin with a curtain (psycho style) too short to not flood the bathroom anyway.,negative,hrast
"i did not like the building, a bit old and the tokoniera for the elevator (even if the owner took care of getting us coins every time).",negative,hrast
i did not like the constant noise and smog coming from the street at all hours of the day and night.,negative,hrast
"i did not like the disproportionate size of the room, in the photos it looked like a big bathroom and shower but at the place it was tiny.",negative,hrast
i did not like the fact that it was not made clear at booking.,negative,hrast
i did not like the fact that we weren't aware there was a club across the street.,negative,hrast
"i did not like the only hand soap, shower and shampoo.",negative,hrast
i did not like the place and do not recommend it.,negative,hrast
i did not like the poor maintenance and poor cleaning and that to check in you have to walk 15 minutes.,negative,hrast
i did not like the sink in the room instead of in the bathroom.,negative,hrast
i did not like the uncomfortable bed and pillows.,negative,hrast
"i did not meet cristina (the owner, i think), but we had a great comunication online! five stars for that.",positive,hrast
"i did not see the owners, i had to leave the room at 10:30 and the owner or her colleague had to arrive at 12 to collect the money.",negative,hrast
i didn’t expect it to be on the 11th floor but that is not negative really.,positive,hrast
i didn’t have the breakfast but it looked nice!,neutral,hrast
i didn’t like for the fact that the elevator stops working for 2 days.,negative,hrast
i didn’t like having to pay for the wifi after i paid for the room.,negative,hrast
"i didn’t like the fact that i came all the way from ireland thinking i’d get a nice view, but outside my window was apartment buildings 7 floors up.",negative,hrast
i didn’t like the fact they don’t clean the rooms in early morning most of the time i have to call them to let them know about the missing cleaning.,negative,hrast
i didn't even know that there were still such tiny rooms with such narrow beds today.,negative,hrast
i didn't feel safe.,negative,hrast
i didn't feel welcome and person who checked me in didn't speak english - breakfast is not in the hotel.,negative,hrast
i didn't have the chance rest there because of not being enough sunchairs.,negative,hrast
i didn't like at all to not have a fridge in the room as was very warm.,negative,hrast
i didn't like dirty windows.,negative,hrast
"i didnt like specific decoration, tassles in corridors and in a room.",negative,hrast
i didn't like that i had to pay extra for the pool and pay extra for a cot for my daughter.,negative,hrast
i didn't like the area very much where the hotel is located.,negative,hrast
i didn't like the area.,negative,hrast
i didn't like the breakfast very much just not very good and not very varied.,negative,hrast
i didn't like the breakfast.,negative,hrast
i didn't like the construction around the hotel.,negative,hrast
i didn't like the crowd during breakfasts which was a little bit troubling.,negative,hrast
i didn't like the fact that i have to pay for the swimming pool.,negative,hrast
i didn't like the fact there wasn't air conditioning or a small fridge.,negative,hrast
i didn't like the staff who work there.,negative,hrast
i didn't realise the hostel was so close to all the night clubs and bars so people were shouting and screaming all night until 4am and i couldn't sleep even with ear plugs.,negative,hrast
"i didn't sleep well, you hear everything.",negative,hrast
i didn't stay at the lobby / bar area but it`is really inviting for hanging around.,positive,hrast
i didn't take breakfast as it was €18.,negative,hrast
i didn't try the breakfast but the staff gave me great recommendations and tips about getting around the city.,positive,hrast
i didn't understand what they was explaining to me about the payment system as they explained it shockingly.,negative,hrast
"i didn't use the tongs for taking out a piece of cake from under the cloche, he suddenly jumped to me like a lion to teach the good manners i was not supposed to have.",negative,hrast
i do not recommend this hotel at all because it is a shame.,negative,hrast
i do realise it is one of the heritage buildings but it was very we had a fan in the room had to leave the windows open which caused lots of mosquito bites.,negative,hrast
i do think the string lights in the room are looking old.,negative,hrast
"i don’t care total from the breakfast waitress, no apology from her.",negative,hrast
i don’t have any problem with communication.,positive,hrast
i don’t know about that but i loved my room and it was very comfortable.,positive,hrast
i don’t know how this hotel was rated 4 star.,negative,hrast
i don’t know what it means to check it asap when staying for 2 days.,negative,hrast
i don’t like the shower and also using whatsapp to contact staff.,negative,hrast
i don’t think there is a lift so something to bear in mind if there are mobility issues.,negative,hrast
i don’t think they clean the rooms properly.,negative,hrast
i don’t think you should advertise it as breakfast included.,negative,hrast
i don't know her name but an absolute genius.,positive,hrast
"i don't know if that was a design feature, or error in calculation.",neutral,hrast
i don't know if there are rooms with the option of bigger bathrooms but the bathroom in the room where i was staying is very uncomfortable.,negative,hrast
i don't like it because some people she cleaning don't have respect to try cleaning normally not demolition.,negative,hrast
i don't like that mini bar is paid.,negative,hrast
i don't like that the hotel took the 60 euro deposit without prior notice and has not yet returned it to my account.,negative,hrast
"i don't like that there are so few services in the rooms, it would be enough to add a kettle and a minibar, it's not so much to improve.",negative,hrast
i dont like the view.,negative,hrast
i don't liked the little soundproofing.,negative,hrast
"i don't recomend the breakfast, it is poor.",negative,hrast
i don't think the price is reasonable for what you get.,negative,hrast
i don't think there is a restaurant in the hotel but plenty of choices in walking distance.,positive,hrast
i enjoyed the breakfast.,positive,hrast
i enjoyed trying to boil my own egg and not knowing how long to cook it for and then ending up with a raw egg.,negative,hrast
i especially appreciated the beautiful smile of the ladies at the front desk.,positive,hrast
i especially loved the view from our window: there were a small creek next and a mountain in front of us.,positive,hrast
i expected a slightly more comfortable bed and pillow.,negative,hrast
i expected better breakfast.,negative,hrast
"i expected breakfast to be included in the offer purchased, but probably because of covid they didn't arrange it differently without announcing it.",negative,hrast
i feel that the room was definitely overpriced.,negative,hrast
i felt like staying at the very expensive youth hostel….,negative,hrast
"i felt like you were in a room with a living room, when i got the first room.",positive,hrast
i felt the description of the rooms did not match what was provided in the website.,negative,hrast
i felt very comfortable as a solo traveller.,positive,hrast
i felt very comfortable in the hotel!,positive,hrast
i find it quite rude to go around people.,negative,hrast
i find it unnecessary to charge for parking the luggage and the lack of opportunity to leave it in the room before they check in.,negative,hrast
"i forgot to mention that to the hotel staff, so hopefully, they will rectify this following my review here.",negative,hrast
i found foyer staff very unhelpful throughout.,negative,hrast
"i found it also poorly used, it is on the rooftop but has no view of the sea.",negative,hrast
i found just the one disadvantage: it was a smell in the restroom on the underground floor in the common area.,negative,hrast
"i found on the bathroom floor, two long hairs.",negative,hrast
"i found some of the staff surly and unfriendly, not welcoming at all.",negative,hrast
i found the bed a bit uncomfortable.,negative,hrast
i found the breakfast to be very pricy.,negative,hrast
i found the breakfast to be very varied and of good quality.,positive,hrast
i found the room full of dust.,negative,hrast
"i found the room too dark, it did not have a good lighting.",negative,hrast
i found the staff very nice and helpful.,positive,hrast
i gather is a little bit to much to ask for a hostel in spite of the fact i requested the best room.,negative,hrast
i gave up on having a bath for the dirty tub.,negative,hrast
i generally liked the design.,positive,hrast
"i get that you’re paying mainly for a good location close to the train station, but they should really think about renovating the place a bit.",negative,hrast
"i got a parking ticket because i entered my number plat with ""-"" character, as it is in germany!
hotel personal said that parking company has nothing to do with us! parking company personal said that hotel reception is responsible.",negative,hrast
"i got a room overlooking the street, lovely room but the traffic hummed so there was always a bit of noise.",negative,hrast
i got a room with the only window that headed to the smoking area.,negative,hrast
i got a very good room with two sides of windows.,positive,hrast
i got a very poor service at check in and had to ask for another receptionist.,negative,hrast
i got email spammed and when i asked them to cut it off they blamed booking.,negative,hrast
i guess it’s more about me not being used to sleeping in a single bed but… maybe a slightly bigger bed.,negative,hrast
i guess not cleaned that often.,negative,hrast
i had a balcony so it was a stunning view!,positive,hrast
"i had a classical room, which was a little dated and bare.",negative,hrast
i had a hard time with the shower because of how small it was.,negative,hrast
"i had a newly renovated room, with a king-size bed.",positive,hrast
i had a problem finding the entrance to the building.,negative,hrast
i had a problem with the breakfasts.,negative,hrast
"i had a room next to the elevator and it was a bit noisy (less than i initially thought, everything said).",negative,hrast
"i had a room towards the street, which was okay concerning the noise but not ideal.",negative,hrast
i had a sneezing attack then found out that a thick layer of dust was on the bed head.,negative,hrast
i had a street lamp shining directly in face when sleeping since it was at its level.,negative,hrast
"i had a super small room, it was supposed to be a double room.",negative,hrast
i had a work video call i had to take that went fine with the hotel's free wifi.,positive,hrast
i had absolutely sleepless night.,negative,hrast
i had an early check-in which was very nice.,positive,hrast
"i had asked for a quiet room, and that was what i got.",positive,hrast
"i had booked “cheap” last minute room, so was
relegated to street level / street facing room.",negative,hrast
i had booked a single room again.,neutral,hrast
i had booked a single room but was given a very spacious double room.,positive,hrast
i had breakfast one day and it caters for all.,positive,hrast
"i had chosen the hotel because everyone called it super clean, but also no! dirty floor, bed with some hairs on it, a sheet above the mattress and a cover on it, bathroom with a broken toilet seat, falling shelves and limestone everywhere, not to mention the dust on the bedside tables, if this is the great cleaning everyone praises in the comments there is a nice problem.",negative,hrast
i had come back late at night and i wanted to sleep more but they woke me up.,negative,hrast
i had expected free parking as a hotel guest.,negative,hrast
i had no idea of spanish.,negative,hrast
i had no internet!,negative,hrast
"i had pay a large fee when arriving of around 100 euro that i was not told about prior to the stay. i was told i would get it back after we left which was okay, however as travelling students, it would have been nice to know in advance.",negative,hrast
"i had requested a room with a balcony, even after booking sending a message to the owner who replied that there were no problems but that i did not receive in the end.",negative,hrast
"i had the single room which looked out onto a pretty dank interior courtyard, making the room itself pretty dark.",negative,hrast
i had to ask at reception for the bathroom to be cleaned.,negative,hrast
i had to ask for a kettle and cups for the room.,negative,hrast
i had to ask for a replacement room because the ac wasnt working properly.,negative,hrast
i had to ask for extra towels as the 2 pieces per person were such small as for kids.,negative,hrast
"i had to ask for soap and body wash, really small amount provided.",negative,hrast
i had to carry my luggage in the narrow stairs to the 3rd floor because there is no elevator.,negative,hrast
i had to check-in multiple times (due to multiple reservations) and each time it took a good 20-30 minutes.,negative,hrast
i had to clean the dust myself.,negative,hrast
i had to clean the yellow and black traces of the inside of the shower with the means i had.,negative,hrast
i had to cut the power to sleep and sleep with the light of the emergency exit above the bed.,negative,hrast
i had to pay for breakfast.,negative,hrast
i had to use mobile internet during the entire stay.,negative,hrast
i had to wait two hours to be able to talk to the owner who did not mention an apology and rather minimized the situation by saying for example that “pillows were for beauty”.,negative,hrast
"i had to wait, i was tired so i didn’t complain and i waited in relative comfort.",negative,hrast
i had trouble connecting some of the time.,negative,hrast
i had trouble finding the place and people on the street didn’t seem to know where it was.,negative,hrast
i had trouble with the key for the final door.,negative,hrast
i had very good sleep.,positive,hrast
